# legalhist.whitelist candidates for OCR-corrupted reporter abbreviations (issue #247)
# source: moml_citations.citations_unlinked, spellings not in the whitelist with at least 20 rows, 2026-09-05
# 64189 such spellings, 6620354 rows
# rules: digit (a letter-flanked digit removed), confusion (one OCR letter confusion from
# ocrConfusions in go/citations/ocrvariant.go), digit_letter (a letter-flanked digit read as
# some letter; reported for review only, never seeded). Every corrected spelling is an exact
# entry of the whitelist as it stood when this ran; nothing is normalized. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the corrected spelling is itself a reporter in legalhist.reporters,
# and "via-variant" when it is another whitelist variant that maps onward, in which case the
# proposal inherits that entry's looseness. A spelling whose readings reach more than one reporter
# is AMBIGUOUS when the runner-up's spellings are at least 10%% as frequent in the corpus as the
# winner's; TOJUNK when every reading lands on a junk entry; UNRESOLVED when none is whitelisted.
#
# count	reporter_found	corrected	reporter_standard	rule	confidence	example
188	"lIe."	"lle."	"Me."	confusion	via-variant	"01 lIe. 77"
187	"B. V. C. C."	"B. W. C. C."	"B.W.C.C."	confusion	via-variant	"0 B. V. C. C. 122"
187	"Saycr"	"Sayer"	"Say"	confusion	via-variant	"1 Saycr, 136"
187	"Vcr."	"Ver."	"Vt."	confusion	via-variant	"10 Vcr. 119"
186	"All.."	"Atl.."	"A."	confusion	via-variant	"07 All.. 105"
186	"Int. Rev. Rcc."	"Int. Rev. Rec."	"Int. Rev. Rec."	confusion	canonical	"10 Int. Rev. Rcc. 39"
186	"Maus."	"Mans."	"Mans."	confusion	canonical	"100 Maus. 618"
186	"Q. l."	"Q. I."	"QB"	confusion	via-variant	"0 Q. l. 170"
184	"M. & Sclw."	"M. & Selw."	"M & S"	confusion	via-variant	"1 M. & Sclw. 111"
183	"Rel."	"Ret."	"R. (H.L.)"	confusion	via-variant	"10 Rel. 122"
182	"Alla."	"Atla."	"A."	confusion	via-variant	"01 Alla. 487"
182	"C1h."	"Ch."	"Chan Cas"	digit	via-variant	"01 C1h. 1"
182	"Flu."	"Fln."	"Fla."	confusion	via-variant	"03 Flu. 69"
182	"Man. & Selw."	"Mau. & Selw."	"M & S"	confusion	via-variant	"1 Man. & Selw. 104"
182	"Wts."	"Wls."	"Wis."	confusion	via-variant	"10 Wts., 217"
181	"Barn. & Crcssw."	"Barn. & Cressw."	"B & C"	confusion	via-variant	"0 Barn. & Crcssw. 107"
181	"Burb."	"Bnrb."	"Barb."	confusion	via-variant	"10 Burb., 351"
181	"Fostcr"	"Foster"	"Foster"	confusion	canonical	"2 Fostcr, 10"
180	"Cartcr"	"Carter"	"Cart."	confusion	via-variant	"12 Cartcr, 0211"
179	"Cratt."	"Gratt."	"Gratt."	confusion	canonical	"0 Cratt. 6"
179	"L. J. Exeh."	"L. J. Exch."	"L.J.Ex."	confusion	via-variant	"0 L. J. Exeh. 81"
179	"Pie."	"Pic."	"Pick."	confusion	via-variant	"000 Pie. 19"
178	"L. ld."	"L. Id."	"L. Ed."	confusion	via-variant	"01 L. ld. 442"
178	"Maeq."	"Macq."	"Macq."	confusion	canonical	"1 Maeq. 1"
178	"MeLean"	"McLean"	"McLean"	confusion	canonical	"0 MeLean, 558"
178	"Plae."	"Plac."	"P."	confusion	via-variant	"01 Plae. 253"
177	"Petcrs"	"Peters"	"Pet."	confusion	via-variant	"0 Petcrs, 01"
177	"Rnss."	"Russ."	"Russ"	confusion	via-variant	"1 Rnss.\n\t\t\t1"
176	". & G."	". & C."	"B & C"	confusion	via-variant	"0 . & G. 792"
176	"E1q."	"Eq."	"C.L.R."	digit	via-variant	"0 E1q. 208"
176	"Jnr. (N.s.)"	"Jur. (N.s.)"	"Jur. (n.s.)"	confusion	via-variant	"0 Jnr. (N.s.) 5"
174	"Peun. St."	"Penn. St."	"Pa."	confusion	via-variant	"00 Peun. St. 218"
174	"Rilcy"	"Riley"	"Ril."	confusion	via-variant	"1 Rilcy, 1853"
174	"incl."	"ind."	"Ind."	confusion	via-variant	"0 incl. 572"
171	"B. Mour."	"B. Monr."	"B. Mon"	confusion	via-variant	"0 B. Mour. 599"
171	"Incl."	"Ind."	"Ind."	confusion	canonical	"07 Incl. 230"
171	"Sup. Cl."	"Sup. Ct."	"S. Ct."	confusion	via-variant	"0 Sup. Cl. 320"
170	"Edv."	"Edw."	"Edw"	confusion	via-variant	"0 Edv. 7"
166	"N. Y. Mise."	"N. Y. Misc."	"Misc."	confusion	via-variant	"09 N. Y. Mise. 53"
166	"Sclden"	"Selden"	"Seld."	confusion	via-variant	"192 Sclden, 275"
166	"l. ."	"I. ."	"L.T."	confusion	via-variant	"102\n\t\t\tl. . 1"
166	"llcav."	"lleav."	"Beav"	confusion	via-variant	"01 llcav. 1"
165	"Exell."	"Excll."	"Exch"	confusion	via-variant	"0 Exell. 205"
165	"Freern."	"Freem."	"Freem Chy"	confusion	via-variant	"1 Freern. 102"
165	"lr."	"Ir."	"L.R.Ir."	confusion	via-variant	"0 lr. 503"
164	"lIa."	"IIa."	"Hare"	confusion	via-variant	"0 lIa. 190"
163	"Gall"	"Call"	"Call"	confusion	canonical	"1 Gall, 0"
163	"Jae. & W."	"Jac. & W."	"Jac & W"	confusion	via-variant	"1 Jae. & W. 054"
163	"L. lEd."	"L. IEd."	"L. Ed."	confusion	via-variant	"0 L. lEd. 1095"
162	"AlIen"	"Allen"	"Allen"	confusion	canonical	"10 AlIen, 350"
162	"Bar. & Crcs."	"Bar. & Cres."	"B & C"	confusion	via-variant	"0 Bar. & Crcs. 470"
162	"Seam. (Ill.)"	"Scam. (Ill.)"	"Scam."	confusion	via-variant	"1 Seam. (Ill.) 106"
162	"Taunl."	"Taunt."	"Taunt"	confusion	via-variant	"1 Taunl. 1"
161	"Harc"	"Hare"	"Hare"	confusion	canonical	"0 Harc, 112"
161	"Itun"	"Ilun"	"Hun"	confusion	via-variant	"07 Itun, 652"
160	"H. and C."	"H. and G."	"H. & G."	confusion	via-variant	"1 H. and C. 1"
160	"Via."	"Wia."	"Wis."	confusion	via-variant	"04 Via. 730"
159	"Biun."	"Binn."	"Binn."	confusion	canonical	"0 Biun. 456"
159	"W. W."	"W. V."	"W. Va."	confusion	via-variant	"00 W. W. 00"
159	"lli."	"Ili."	"Ill."	confusion	via-variant	"00 lli. 470"
158	"Vcrm."	"Verm."	"Vt."	confusion	via-variant	"0 Vcrm. 272"
157	"L. J. Ml. C."	"L. J. MI. C."	"L.J.M.C."	confusion	via-variant	"01 L. J. Ml. C. 27"
157	"Lon."	"Lou."	"La."	confusion	via-variant	"10 Lon. 209"
156	"Att."	"Atl."	"A."	confusion	via-variant	"107 Att. 379"
155	"Out. App."	"Ont. App."	"Ont. App."	confusion	canonical	"10 Out. App. 19"
154	"I1i."	"Ili."	"Ill."	digit_sub	via-variant	"033 I1i. 1"
153	"Burrcll"	"Burrell"	"Burrell"	confusion	canonical	"13\n\t\t\tBurrcll, 255"
153	"Mnnf."	"Munf."	"Munf."	confusion	canonical	"1 Mnnf. 150"
153	"Net."	"Nel."	"Neb."	confusion	via-variant	"00 Net. 6"
152	"Manle & S."	"Maule & S."	"M & S"	confusion	via-variant	"1 Manle & S. 13"
152	"iI."	"il."	"Ill."	confusion	via-variant	"057\n\t\t\tiI. 1213"
151	"Ycs."	"Yes."	"Ves Jun"	confusion	via-variant	"0 Ycs. 119"
150	"Binu."	"Binn."	"Binn."	confusion	canonical	"0 Binu. 202"
150	"ChI. D."	"Chl. D."	"L.R.Ch."	confusion	via-variant	"0 ChI. D. 569"
150	"Gl. and J."	"GI. and J."	"G. & J."	confusion	via-variant	"1 Gl. and J. 100"
150	"II. & G."	"II. & C."	"H. & C."	confusion	via-variant	"1 II. & G. 1"
150	"Vcs. R."	"Ves. R."	"Ves Jun"	confusion	via-variant	"10 Vcs. R. 13"
149	"Bcavan"	"Beavan"	"Beav"	confusion	via-variant	"0 Bcavan, 283"
149	"Cli. Cas."	"Ch. Cas."	"Choyce Cases"	confusion	via-variant	"105 Cli. Cas. 250"
149	"Monroc"	"Monroe"	"T.B. Mon."	confusion	via-variant	"0 Monroc, 370"
148	"Watk."	"Walk."	"Walker"	confusion	canonical	"1 Watk. 045"
146	"Walts"	"Watts"	"Watts"	confusion	canonical	"10 Walts, 1"
145	"Ilt."	"Ill."	"Ill."	confusion	canonical	"0 Ilt. 448"
144	"Alc."	"Ale."	"Ala."	confusion	via-variant	"0 Alc. 228"
144	"B. & Crcs."	"B. & Cres."	"B & C"	confusion	via-variant	"10 B. & Crcs. 107"
143	"AIl."	"All."	"Allen"	confusion	via-variant	"02 AIl. 55"
143	"Alieh."	"Alich."	"Mich."	confusion	via-variant	"00\n\t\t\tAlieh. 4"
143	"Itd."	"Ild."	"Md."	confusion	via-variant	"102 Itd. 120"
143	"Jae. & Walk."	"Jac. & Walk."	"Jac & W"	confusion	via-variant	"1 Jae. & Walk. 1"
143	"V. & S."	"W. & S."	"Watts & Serg."	confusion	via-variant	"0 V. & S. 1411"
143	"tle"	"lle"	"Me."	confusion	via-variant	"011 tle 2"
142	"Morrcll"	"Morrell"	"Morr."	confusion	via-variant	"10 Morrcll 1"
142	"Rl."	"RI."	"R.I."	confusion	via-variant	"0 Rl. 1"
141	"Bcar."	"Bear."	"Beav"	confusion	via-variant	"10 Bcar. 30"
141	"Gifl."	"Gift."	"Giff"	confusion	via-variant	"02 Gifl. 686"
141	"Siu."	"Sin."	"Sim"	confusion	via-variant	"10 Siu. 2"
141	"lIun (N. Y.)"	"llun (N. Y.)"	"Hun"	confusion	via-variant	"00 lIun (N. Y.) 205"
140	"Cont."	"Conl."	"Conn."	confusion	via-variant	"0 Cont., 1818"
140	"Eug. L. & Eq."	"Eng. L. & Eq."	"C.L.R."	confusion	via-variant	"0 Eug. L. & Eq. 305"
140	"Ycatcs"	"Ycates"	"Yeates"	confusion	via-variant	"1 Ycatcs, 1"
139	"llackf."	"Ilackf."	"Blackf."	confusion	via-variant	"0 llackf. 106"
138	"ilt"	"ill"	"Ill."	confusion	via-variant	"011 ilt 0"
137	"Al1."	"All."	"Allen"	digit_sub	via-variant	"Al1. 0"
137	"led. Rep."	"Ied. Rep."	"F."	confusion	via-variant	"02 led. Rep. 780"
136	"Gai."	"Cai."	"Cai."	confusion	canonical	"00 Gai. 050"
136	"Ncv. & P."	"Nev. & P."	"Nev. & P."	confusion	canonical	"1 Ncv. & P. 1"
136	"Pae"	"Pac"	"P."	confusion	via-variant	"00 Pae, 870"
136	"l)."	"I)."	"Dan"	confusion	via-variant	"0 l). 13"
135	"Dc G."	"De G."	"De G & Sm"	confusion	via-variant	"1 Dc G. 0"
135	"P. Vins."	"P. Wins."	"P Wms"	confusion	via-variant	"1 P. Vins. 111"
135	"P1ac."	"Pac."	"P."	digit	via-variant	"004 P1ac. 734"
134	"Vcs. jr."	"Ves. jr."	"Ves Jun"	confusion	via-variant	"12 Vcs. jr. 16"
134	"llll"	"Illl"	"Ill."	confusion	via-variant	"01 llll 1"
133	"V. Bl."	"W. Bl."	"Black W"	confusion	via-variant	"1 V. Bl. 103"
132	"N.V."	"N.W."	"N.W."	confusion	canonical	"00 N.V. 2"
132	"llass."	"Ilass."	"Mass."	confusion	via-variant	"011 llass. 115"
131	"Ir. Cli."	"Ir. Ch."	"Ir. Eq. Rep."	confusion	via-variant	"0 Ir. Cli. 217"
131	"L. cl."	"L. el."	"L. Ed."	confusion	via-variant	"04 L. cl. 411"
131	"Mit."	"Mil."	"Md."	confusion	via-variant	"0 Mit. 6"
131	"Sim. & Stn."	"Sim. & Stu."	"Sim & St"	confusion	via-variant	"1 Sim. & Stn. 105"
131	"lowva"	"Iowva"	"Iowa"	confusion	via-variant	"05 lowva, 543"
129	"cli."	"ch."	"Chan Cas"	confusion	via-variant	"02\n\t\t\tcli. 21"
129	"lU. S."	"IU. S."	"U.S."	confusion	via-variant	"012 lU. S. 1"
128	"Laus."	"Lans."	"Lans."	confusion	canonical	"0 Laus. 25"
128	"P1a. St."	"Pa. St."	"Pa."	digit	via-variant	"01 P1a. St. 39"
126	"Mces. & Welsb."	"Mees. & Welsb."	"M & W"	confusion	via-variant	"10 Mces. & Welsb. 1"
126	"Smcdes & M."	"Smedes & M."	"Miss. (S. & M. Ch.)"	confusion	via-variant	"10 Smcdes & M. 120"
125	"Cunningliam"	"Cunningham"	"Cun"	confusion	via-variant	"Cunningliam, 00"
125	"Popli."	"Poph."	"Pop"	confusion	via-variant	"1 Popli. 141"
124	"At"	"Al"	"Al"	confusion	canonical	"000\n\t\t\tAt 4"
124	"Cill."	"Gill."	"Gill"	confusion	via-variant	"00 Cill. 78"
123	"Sonth."	"South."	"South."	confusion	canonical	"10 Sonth. 110"
122	"C1l."	"Cal."	"Cal."	digit_letter	canonical	"059 C1l. 17"
122	"Iova"	"Iowa"	"Iowa"	confusion	canonical	"03 Iova 204"
122	"Lntw."	"Lutw."	"Lutw."	confusion	canonical	"1 Lntw. 000"
121	"Ate."	"Ale."	"Ala."	confusion	via-variant	"02 Ate. 243"
121	"Cli.D."	"Ch.D."	"L.R.Ch."	confusion	via-variant	"10 Cli.D. 153"
121	"Exeli."	"Exeh."	"Exch"	confusion	via-variant	"0 Exeli. 1"
121	"Slra."	"Stra."	"Str"	confusion	via-variant	"1 Slra. 08"
120	"Dcnio (N. Y.)"	"Denio (N. Y.)"	"Denio"	confusion	via-variant	"1 Dcnio (N. Y.) 128"
119	"(Ca."	"(Ga."	"Ga."	confusion	via-variant	"100 (Ca. 213"
119	"Slr."	"Str."	"Str"	confusion	via-variant	"1 Slr. 112"
118	"B. Ion."	"B. lon."	"B. Mon"	confusion	via-variant	"0 B. Ion. 2"
118	"Dcsaus."	"Desaus."	"Des. Eq."	confusion	via-variant	"1 Dcsaus. 124"
118	"Htun"	"Hlun"	"Hun"	confusion	via-variant	"10 Htun 248"
118	"Mout."	"Mont."	"Mont."	confusion	canonical	"10 Mout. 414"
117	"C. & D."	"G. & D."	"Gale & D."	confusion	via-variant	"0 C. & D. 85"
117	"Cnr."	"Cur."	"Curt."	confusion	via-variant	"0 Cnr. 4"
117	"Ieisk."	"leisk."	"Heisk."	confusion	via-variant	"0 Ieisk. 186"
117	"Seh. & Lefr."	"Sch. & Lefr."	"Sch. & Lef."	confusion	via-variant	"1 Seh. & Lefr. 107"
117	"Vcz. Jun."	"Vez. Jun."	"Ves Jun"	confusion	via-variant	"10 Vcz. Jun. 110"
117	"Vel."	"Vet."	"Ves Jun"	confusion	via-variant	"0 Vel. 100"
117	"Yergcr"	"Yerger"	"Yer."	confusion	via-variant	"10 Yergcr, 146"
117	"ta."	"la."	"Iowa"	confusion	via-variant	"01 ta.\n\t\t\t2115"
116	"Danicl"	"Daniel"	"Dan"	confusion	via-variant	"1 Danicl, 322"
116	"Dovl."	"Dowl."	"Dow PC"	confusion	canonical	"0 Dovl. 417"
116	"llaw."	"Ilaw."	"Haw."	confusion	via-variant	"0 llaw. 28"
115	"V.R."	"W.R."	"W.R."	confusion	canonical	"10 V.R. 321"
114	"I.. cd."	"I.. ed."	"L. Ed."	confusion	via-variant	"10 I.. cd. 221"
114	"Metealf"	"Metcalf"	"Met."	confusion	via-variant	"0 Metealf, 1"
114	"Pricc"	"Price"	"Price"	confusion	canonical	"0 Pricc, 2"
114	"Saud."	"Sand."	"Sandf."	confusion	via-variant	"11 Saud. 135"
114	"Wendcll"	"Wendell"	"Wend."	confusion	via-variant	"10 Wendcll, 167"
113	"Jnr. (N. S.)"	"Jur. (N. S.)"	"Jur. (n.s.)"	confusion	via-variant	"0 Jnr. (N. S.) 365"
113	"Jnr. N."	"Jur. N."	"Jur. (n.s.)"	confusion	via-variant	"0 Jnr. N. 8"
113	"Mdt."	"Mdl."	"Md."	confusion	via-variant	"02 Mdt. 518"
113	"Seh. & L."	"Sch. & L."	"Sch. & Lef."	confusion	via-variant	"1 Seh. & L. 103"
111	"Il. R."	"It. R."	"R.R."	confusion	via-variant	"103 Il. R. 75"
111	"O. C."	"O. G."	"U. S. Pat. Gaz."	confusion	via-variant	"05 O. C. 15"
111	"Rettic"	"Rettie"	"R. (H.L.)"	confusion	via-variant	"10 Rettic, 130"
111	"Tcr. Rep."	"Ter. Rep."	"TR"	confusion	via-variant	"1 Tcr. Rep. 147"
111	"ilt."	"ill."	"Ill."	confusion	via-variant	"101 ilt. 141"
111	"llcisk."	"lleisk."	"Heisk."	confusion	via-variant	"0 llcisk. 315"
110	"Et."	"El."	"El & Bl"	confusion	via-variant	"0 Et. 28"
110	"Mae. & G."	"Mac. & G."	"Mac & G"	confusion	via-variant	"1 Mae. & G. 027"
110	"T. lt."	"T. It."	"TR"	confusion	via-variant	"06 T. lt. 610"
109	"B. & G."	"B. & C."	"B & C"	confusion	via-variant	"10 B. & G. 122"
109	"N. J. lEq."	"N. J. IEq."	"N.J. Eq."	confusion	via-variant	"07 N. J. lEq. 489"
109	"Venl."	"Wenl."	"Wend."	confusion	via-variant	"12 Venl. 456"
108	"Easl."	"East."	"East"	confusion	via-variant	"10 Easl. 109"
108	"Ircd. Eq."	"Ired. Eq."	"Ired. Eq."	confusion	canonical	"1 Ircd. Eq. 1"
108	"Jul. N. S."	"Jut. N. S."	"Jur. (n.s.)"	confusion	via-variant	"10 Jul. N. S. 1085"
108	"P. Vms."	"P. Wms."	"P Wms"	confusion	via-variant	"1 P. Vms. 1"
108	"Phillirn."	"Phillim."	"Phill"	confusion	via-variant	"1 Phillirn. 1"
108	"Simu."	"Simn."	"Sim"	confusion	via-variant	"10 Simu. 112"
107	"B. Mou."	"B. Mon."	"B. Mon"	confusion	via-variant	"0 B. Mou. 101"
107	"Car. & Paync"	"Car. & Payne"	"Car & P"	confusion	via-variant	"1 Car. & Paync, 15"
107	"Idalio"	"Idaho"	"Idaho"	confusion	canonical	"10 Idalio, 263"
107	"Itich."	"Ilich."	"Mich."	confusion	via-variant	"0 Itich. 1"
107	"Jnr. (N.S.)"	"Jur. (N.S.)"	"Jur. (n.s.)"	confusion	via-variant	"10 Jnr. (N.S.) 199"
107	"low. (Miss.)"	"Iow. (Miss.)"	"Howard"	confusion	via-variant	"0 low. (Miss.) 269"
106	"Am. Eleetl. Cas."	"Am. Electl. Cas."	"Am. Elec. Cas."	confusion	via-variant	"1 Am. Eleetl. Cas. 271"
106	"Ncl."	"Nel."	"Neb."	confusion	via-variant	"09 Ncl. 329"
106	"V . ."	"W . ."	"W.R."	confusion	via-variant	"0 V . . 15"
105	"DowI."	"Dowl."	"Dow PC"	confusion	canonical	"0 DowI. 278"
105	"Mauss."	"Manss."	"Mans."	confusion	via-variant	"100 Mauss. 515"
105	"Sli."	"Sh."	"Shaw"	confusion	via-variant	"100 Sli. 4"
105	"Vendell"	"Wendell"	"Wend."	confusion	via-variant	"10 Vendell, 260"
104	"Cli. Rep."	"Ch. Rep."	"L.R.Ch."	confusion	via-variant	"1 Cli. Rep. 1"
104	"Dento"	"Denlo"	"Denio"	confusion	via-variant	"1 Dento, 103"
104	"I1d."	"Ind."	"Ind."	digit_letter	canonical	"103 I1d. 235"
104	"L. C. R."	"L. G. R."	"L. G. R."	confusion	canonical	"0 L. C. R. 11"
104	"Lanc. Bar"	"Lane. Bar"	"Lanc. Bar"	confusion	via-variant	"0 Lanc. Bar 155"
103	"Mecs. & Welsb."	"Mees. & Welsb."	"M & W"	confusion	via-variant	"10 Mecs. & Welsb. 1"
103	"Mees. & V."	"Mees. & W."	"M & W"	confusion	via-variant	"0 Mees. & V. 499"
103	"Vcs. & Beam."	"Ves. & Beam."	"Ves & Bea"	confusion	via-variant	"1 Vcs. & Beam. 138"
103	"cs."	"es."	"Ves Sen"	confusion	via-variant	"0 cs. 103"
102	"Bnsh"	"Bush"	"Bush"	confusion	canonical	"0 Bnsh, 679"
102	"Ilcisk."	"Ileisk."	"Heisk."	confusion	via-variant	"0 Ilcisk., 347"
102	"Se. App."	"Sc. App."	"Sc. App."	confusion	canonical	"1 Se. App. 1"
102	"Snp. Ct."	"Sup. Ct."	"S. Ct."	confusion	via-variant	"0 Snp. Ct. 252"
102	"itd."	"ild."	"Md."	confusion	via-variant	"100 itd. 559"
101	"App. DIiv."	"App. Dliv."	"A.D."	confusion	via-variant	"0 App. DIiv. 5"
101	"Pel."	"Pet."	"Pet."	confusion	canonical	"0 Pel. 14"
101	"lliss."	"Iliss."	"Miss."	confusion	via-variant	"08 lliss. 205"
100	"B1eav."	"Beav."	"Beav"	digit	via-variant	"10 B1eav. 1"
100	"Metc. R."	"Mete. R."	"Met."	confusion	via-variant	"10 Metc. R. 303"
100	"Q. Il."	"Q. II."	"QB"	confusion	via-variant	"0 Q. Il. 1"
99	"Alll."	"Atll."	"A."	confusion	via-variant	"107 Alll. 1"
99	"Atl. lep."	"Atl. Iep."	"A."	confusion	via-variant	"0 Atl. lep. 237"
99	"Barn. & AId."	"Barn. & Ald."	"B & A"	confusion	via-variant	"1 Barn. & AId. 172"
99	"Cnnn."	"Cunn."	"Cun"	confusion	via-variant	"0 Cnnn. 494"
99	"Dcsau."	"Desau."	"Des. Eq."	confusion	via-variant	"1 Dcsau. 134"
99	"IlI"	"Ill"	"Ill."	confusion	via-variant	"08 IlI 038"
99	"Kaus."	"Kans."	"Kan."	confusion	via-variant	"01 Kaus. 146"
99	"Vash."	"Wash."	"Wash."	confusion	canonical	"101 Vash. 208"
99	"ilI."	"ill."	"Ill."	confusion	via-variant	"0 ilI. 3171"
98	"C. and J."	"G. and J."	"G. & J."	confusion	via-variant	"1 C. and J. 143"
98	"Cit."	"Cil."	"Cal."	confusion	via-variant	"020 Cit. 1"
98	"Connt."	"Connl."	"Conn."	confusion	via-variant	"02 Connt. 403"
98	"Kun."	"Knn."	"Kan."	confusion	via-variant	"01 Kun. 013"
98	"Wr.)"	"Vr.)"	"Vroom"	confusion	via-variant	"10 Wr.) 24"
97	"Au."	"An."	"A.B.R."	confusion	via-variant	"010 Au. 17"
97	"Brown Cli."	"Brown Ch."	"Bro CC"	confusion	via-variant	"1 Brown Cli. 1"
97	"Dc G. & Sin."	"De G. & Sin."	"De G & Sm"	confusion	via-variant	"1 Dc G. & Sin. 109"
97	"Dcv. & B. Eq."	"Dev. & B. Eq."	"Dev. & Bat. Eq."	confusion	via-variant	"1 Dcv. & B. Eq. 1"
97	"Fted."	"Fled."	"F."	confusion	via-variant	"012 Fted. 741"
97	"Hcisk. (Tenn.)"	"Heisk. (Tenn.)"	"Heisk."	confusion	via-variant	"0 Hcisk. (Tenn.) 143"
97	"Maulc & S."	"Maule & S."	"M & S"	confusion	via-variant	"1 Maulc & S. 111"
96	"Dcac."	"Deac."	"Deac."	confusion	canonical	"1 Dcac. 01"
96	"Dcv. &"	"Dev. &"	"Dev. & Bat."	confusion	via-variant	"1 Dcv. & 1"
96	"M1od."	"Mod."	"Mod"	digit	via-variant	"0 M1od. 195"
96	"MoI."	"Mol."	"Mol."	confusion	canonical	"02 MoI. 101"
96	"Pct."	"Pet."	"Pet."	confusion	canonical	"0 Pct. 102"
96	"Plenn. St."	"PIenn. St."	"Pa."	confusion	via-variant	"03 Plenn. St. 1"
96	"Ul. S."	"Ut. S."	"U.S."	confusion	via-variant	"100 Ul. S. 617"
95	"Brcv."	"Brev."	"Brev."	confusion	canonical	"1 Brcv. 105"
95	"Coweu"	"Cowen"	"Cow."	confusion	canonical	"0 Coweu, 399"
95	"IInn"	"IIun"	"Hun"	confusion	via-variant	"07 IInn, 410"
95	"N. W. Snpp."	"N. W. Supp."	"N.Y.S."	confusion	via-variant	"0 N. W. Snpp. 731"
95	"Pcake"	"Peake"	"Peake"	confusion	canonical	"011 Pcake, 30"
94	"Catl."	"Call."	"Call"	confusion	via-variant	"00 Catl. 1115"
94	"Mctc. (Mass.)"	"Metc. (Mass.)"	"Met."	confusion	via-variant	"10 Mctc. (Mass.) 263"
94	"Mlun."	"Mlnn."	"Minn."	confusion	via-variant	"00 Mlun. 355"
94	"Tyrv."	"Tyrw."	"Tyrw."	confusion	canonical	"1 Tyrv. 130"
94	"itl"	"ill"	"Ill."	confusion	via-variant	"0 itl 11"
93	"Austr."	"Anstr."	"Anstr."	confusion	canonical	"1 Austr. 138"
93	"N. J. lq."	"N. J. Iq."	"N.J. Eq."	confusion	via-variant	"10 N. J. lq. 21"
93	"S. V. R."	"S. W. R."	"S.W."	confusion	via-variant	"11 S. V. R. 209"
93	"T. L. l."	"T. L. I."	"T.L.R."	confusion	via-variant	"10 T. L. l. 215"
93	"llo."	"Ilo."	"Mo."	confusion	via-variant	"010 llo. 0"
92	"Barn. & Crcss."	"Barn. & Cress."	"B & C"	confusion	via-variant	"0 Barn. & Crcss. 109"
92	"Dcn."	"Den."	"Den"	confusion	via-variant	"1 Dcn. 0"
92	"L. EId."	"L. Eld."	"L. Ed."	confusion	via-variant	"0 L. EId. 117"
92	"N. Y. Sutpp."	"N. Y. Sulpp."	"N.Y.S."	confusion	via-variant	"02 N. Y. Sutpp. 371"
92	"Net)."	"Nel)."	"Neb."	confusion	via-variant	"02 Net). 585"
92	"Snecd (Tenn.)"	"Sneed (Tenn.)"	"Sneed"	confusion	via-variant	"1 Snecd (Tenn.), 1"
92	"Zabriskic"	"Zabriskie"	"Zab."	confusion	via-variant	"1 Zabriskic, 101"
91	"Itow."	"Ilow."	"How."	confusion	via-variant	"10 Itow. 1"
91	"Mees. & Wcls."	"Mees. & Wels."	"M & W"	confusion	via-variant	"0 Mees. & Wcls. 4009"
91	"Mnr."	"Mur."	"Mur."	confusion	canonical	"10 Mnr. 141"
91	"N, V."	"N, W."	"N.W."	confusion	via-variant	"011 N, V. 1"
91	"Nchr."	"Nehr."	"Neb."	confusion	via-variant	"102 Nchr. 180"
91	"l. R."	"I. R."	"L.R.Ir."	confusion	via-variant	"104 l. R. 764"
90	"Colt."	"Coll."	"Colles"	confusion	via-variant	"0 Colt. 960"
90	"IIll"	"Illl"	"Ill."	confusion	via-variant	"08 IIll, 310"
90	"Mise. (N. Y.)"	"Misc. (N. Y.)"	"Misc."	confusion	via-variant	"106 Mise. (N. Y.) 677"
90	"N. Y. SuIpp."	"N. Y. Sulpp."	"N.Y.S."	confusion	via-variant	"0 N. Y. SuIpp. 3"
90	"Nelir."	"Nehr."	"Neb."	confusion	via-variant	"0 Nelir. 274"
90	"New llamp."	"New Ilamp."	"N.H."	confusion	via-variant	"10 New llamp. 117"
90	"Seam.)"	"Scam.)"	"Scam."	confusion	via-variant	"1 Seam.) 113"
89	"Alten"	"Allen"	"Allen"	confusion	canonical	"11 Alten 365"
89	"IIcisk."	"IIeisk."	"Heisk."	confusion	via-variant	"0 IIcisk. 130"
89	"Iae."	"Iac."	"P."	confusion	via-variant	"013 Iae. 218"
89	"Snced (Tenn.)"	"Sneed (Tenn.)"	"Sneed"	confusion	via-variant	"1 Snced (Tenn.), 013"
89	"Tcrm Rep."	"Term Rep."	"TR"	confusion	via-variant	"1 Tcrm Rep. 360"
89	"lPick."	"IPick."	"Pick."	confusion	via-variant	"0 lPick. 48"
89	"lc."	"le."	"Me."	confusion	via-variant	"0 lc. 171"
88	"Am. Itcp."	"Am. Itep."	"Am. Rep."	confusion	via-variant	"0 Am. Itcp. 197"
88	"Danicll"	"Daniell"	"Dan"	confusion	via-variant	"1 Danicll, 20"
88	"Drn. & War."	"Dru. & War."	"Dru. & War."	confusion	canonical	"1 Drn. & War. 120"
88	"Mitin."	"Milin."	"Minn."	confusion	via-variant	"0 Mitin. 27"
88	"Wa."	"Va."	"Va."	confusion	canonical	"10 Wa. 88"
88	"lIeav."	"lleav."	"Beav"	confusion	via-variant	"0 lIeav. 226"
87	"AIa."	"Ala."	"Ala."	confusion	canonical	"100 AIa. 519"
87	"Allan."	"Atlan."	"A."	confusion	via-variant	"3 Allan. 87"
87	"B3av."	"Beav."	"Beav"	digit_letter	via-variant	"10 B3av. 241"
